Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Clonohill Gardens,https://www.gardensofireland.org/directory/31/,3.53579E+11,-7.625490356,52.98564781,Laois,Coolrain,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Clonony Castle,https://facebook.com/ClononyCastle/?fref=ts,3.53878E+11,-7.922767,53.2358989,Offaly,,Ireland,"Historic Houses and Castle,Castle"
Cloughjordan House Cookery School,http://www.cloughjordanhouse.com/cookery-school,3.5388E+11,-8.0356871,52.9448854,Tipperary,Cloughjordan,Ireland,"Cooking,Cookery,Learning,Museums and Attraction"
Clough Oughter Castle,https://www.thisiscavan.ie/fun/article/visit-clough-oughter-castle,,-7.4548,54.018744,Cavan,,Ireland,"Historic Houses and Castle,Bird Watching,Nature and Wildlife,Castle,Ruins"
Cloyne Round Tower,http://cloyne.ie/about/round-tower,3.53215E+11,-8.1202974,51.8620116,Cork,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cluain na dTor Seaside Gardens & Nursery,http://www.seasideplants.eu,3.53749E+11,-8.1066942,55.13931,Donegal,Ballyconnell,Ireland,"Food Shops,Shopping,Gardening,Nature and Wildlife,Gardens,Garden"
C? Mhachaire U? Rabhartaigh (Min Larach Harbour),,,-8.1746006,55.146192,Donegal,,Ireland,Embarkation Point
C? na Glinsce (Glinsk Pier).,,,-9.84062523,53.37488072,Galway,Carna,Ireland,Discovery Point
Cnoc Fola,,,-8.2895011,55.137202,Donegal,,Ireland,Discovery Point
Cobh Heritage Centre ? the Emigration & Maritime Story,http://www.cobhheritage.com,3.53215E+11,-8.2989737,51.8489477,Cork,Kilgarvan,Ireland,Museums and Attraction
Cobh Museum,http://www.cobhmuseum.com,3.53215E+11,-8.2994359,51.8493205,Cork,Kilgarvan,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction,Learning,Photography"
Coille an Fhaltaigh Millennium Forest,http://www.coillteoutdoors.ie,,-7.425718423,52.62034877,Kilkenny,Kilmanagh,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Cois na hAbhann Garden Home and Lifestyle Centre,http://www.coisnahabhann.ie,3.53539E+11,-6.417507,52.620097,Wexford,Camolin,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Colclough Walled Garden,http://www.colcloughwalledgarden.com/,3.53833E+11,-6.8425278,52.234339,Wexford,New Ross,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Col?iste Gaeilge an Leith-Triuigh,http://www.cflt.ie/irish-college,3.53667E+11,-10.1714042,52.2567077,Kerry,Brandon,Ireland,"Learning,Museums and Attraction"
Col?iste Na Rinne,http://www.anrinn.com,3535846128,-7.590865986,52.05038327,Waterford,Ring,Republic of Ireland,"Learning,Museums and Attraction"
Colla Pier,,,-9.561419,51.506532,,,Ireland,Embarkation Point
Collon House,http://www.collonhouse.com,3.53872E+11,-6.4864,53.7782,Louth,Collon,Ireland,"Historic Houses and Castle,Castle"
Colmcille Heritage Centre,http://www.colmcilleheritagecentre.ie,3.53749E+11,-7.9036327,54.9934003,Donegal,Churchill,Ireland,Museums and Attraction
Com an Chiste (Coomakista),,,-10.167109,51.776386,Kerry,Caherdaniel,Ireland,Discovery Point
Conamara Irish Culture Experience,http://www.cnocsuain.com,35391555703,-9.305734248,53.24549672,Galway,Spiddal,Republic of Ireland,"Learning,Museums and Attraction"
Coney Island,http://www.discoverireland.ie/sligo,+353(0)719161201,-8.583816376,54.29963565,Sligo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Island,Offshore Island"
Cong Abbey,"http://www.megalithicireland.com/Cong%20Abbey,%20Mayo.html",,-9.2868863,53.5403009,Mayo,Cong,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Conna Castle,https://www.castles.nl/conna-castle,3.53214E+11,-8.1016545,52.0945205,Cork,Conna,Ireland,"Historic Houses and Castle,Castle"
Connacht Whiskey Distillery,https://connachtwhiskey.com,3539674902,-9.1442603,54.1218785,Mayo,Belleek,Ireland,Museums and Attraction
Connemara Blue Artisan Glass,www.connemarablue.com,3539530782,-10.022714,53.488207,Galway,Clifden,Ireland,"Activity Operator,Craft,Shopping,Art Gallery,Learning,Museums and Attraction"
Connemara Celtic Crystal,http://www.celticcrystalireland.com,35391555172,-9.172335,53.3440697,Galway,Moycullen,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Connemara Creative Workshops,https://www.connemaracreative.ie/?fbclid=IwAR3W1vo_xbeIIVkA9_XAIyXVbkj7p07l28TNOhuHyT8bxIY2Zc4qzHIzYag,3.53877E+11,-9.998142836,53.54261721,Galway,Moyard,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Connemara National Park,http://www.connemaranationalpark.ie,3539541054,-9.9455127,53.5506192,Galway,Letterfrack,Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Connor Crean Centre,,+353(0)669157419,-10.057646,52.152209,Kerry,Annascaul,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Contemporary Music Centre,http://www.cmc.ie,+353(0)16731922,-6.269532,53.344173,Dublin,Dublin City,Republic of Ireland,Literary Ireland
Cooking Classes at Eden Hall,http://www.cookingclasses.ie,3.53569E+11,-7.326314,52.791519,Kilkenny,Ballyragget,Ireland,"Cooking,Cookery,Learning,Museums and Attraction"
Cooks Academy Ireland Culinary School,http://www.cooksacademy.com,+353(0)16111667,-6.262826,53.342051,Dublin,Dublin City,Republic of Ireland,"Cooking,Cookery,Learning,Museums and Attraction"
Coolaught Gardens,https://www.facebook.com/CoolaughtGardens/,3.53539E+11,-6.7186105,52.4686372,Wexford,Enniscorthy,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Coolcarrigan House,http://www.coolcarrigan.ie,+353(0)45863527,-6.851319069,53.31908404,Kildare,Naas,Republic of Ireland,"Historic Houses and Castle,Castle"
Coolcarrigan House Gardens,http://www.coolcarrigan.ie,35345863527,-6.8513095,53.3185654,Kildare,Naas,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Cool Planet Experience,https://www.coolplanetexperience.org,35315180197,-6.187439,53.184486,Wicklow,,Ireland,Museums and Attraction
Coolwater Garden,http://coolwatergarden.com,3.53873E+11,-8.5660342,52.5615781,Limerick,Fedamore,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Coomanaspic,,,-10.367267,51.85617,Kerry,Portmagee,Ireland,Discovery Point
Copper Coast Mini Farm,https://www.facebook.com/CopperCoasMiniFarm/,35351396870,-7.2379895,52.1598492,Waterford,,Ireland,Visitor Farm
CopperCoast Road Bowling Tuition,http://fenorroadbowling.blogspot.ie,35351338443,-7.221271679,52.15698784,Waterford,Fenor,Ireland,"Learning,Museums and Attraction"
Coppinger's Court,"http://www.megalithicireland.com/Coppinger's%20Court,%20Cork.html",3532821489,-9.0668602,51.5716479,Cork,,Ireland,"Historic Houses and Castle,Castle"
Corcomroe Cistercian Abbey,http://monastic.ie/history/corcomroe-cisterican-abbey,3.53657E+11,-9.0540065,53.1268421,Clare,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cork Butter Museum,http://www.corkbutter.museum,3.53214E+11,-8.476735,51.902765,Cork,,Ireland,"Museums and Attraction,Learning"
Cork City and County Archives,http://www.corkarchives.ie,3.53215E+11,-8.4748785,51.9089459,Cork,Blackpool,Ireland,Museums and Attraction
Cork City Gaol & Radio Museum Experience,http://www.corkcitygaol.com,3.53214E+11,-8.49866322,51.89876292,Cork,Cork City,Republic of Ireland,"Historic Houses and Castle,Museums and Attraction"
Cork City Library,http://www.corkcitylibraries.ie,+353(0)214924900,-8.475332,51.896731,Cork,Cork City,Republic of Ireland,"Literary Ireland,Learning,Museums and Attraction"
Cork Courthouse,http://www.courts.ie/offices.nsf/bae2125da4ef043080256e45004d04f3/0a9a7f907f3e33fe80256e450050b94a?OpenDocument,3.53214E+11,-8.4788107,51.89781,Cork,,Ireland,"Historic Houses and Castle,Castle"
Cork English Academy,http://corkenglishacademy.com,3.53214E+11,-8.479970943,51.89713097,Cork,Cork City,Ireland,"Learning,Museums and Attraction"
Cork English College International Language & Activity Holidays,http://www.corkenglishcollege.ie,3.53215E+11,-8.466683,51.900773,Cork,Cork City,Republic of Ireland,"Learning,Museums and Attraction"
Cork English World,http://www.cew.ie,3.53873E+11,-8.4801702,51.8946318,Cork,Cork City,Ireland,"Learning,Museums and Attraction"
Cork Photo Gallery,https://www.facebook.com/corkphoto/,+353(0)860241947,-8.493643468,51.89593045,Cork,Cork City,Ireland,"Craft,Shopping,Art Gallery"
Cork Public Museum,https://www.corkcity.ie/en/things-to-do/attractions/cork-public-museum,3.53214E+11,-8.4943133,51.8962948,Cork,,Ireland,"Cafe,Food and Drink,Museums and Attraction,Learning,Photography"
Corlea Bog,http://www.heritageireland.ie/en/midlands-eastcoast/corleatrackwayvisitorcentre/,+353(0)433322386,-7.843296101,53.6126806,Longford,,Republic of Ireland,Natural Landscape
Corlea Trackway Visitor Centre,http://www.heritageireland.ie/en/midlands-eastcoast/corleatrackwayvisitorcentre,+353(0)433322386,-7.845441318,53.61252651,Longford,Kenagh,Republic of Ireland,Museums and Attraction
Corravahan House and Gardens,http://www.corravahan.com,3.5388E+11,-7.259745,54.0352035,Cavan,,Ireland,"Historic Houses and Castle,Castle"
Costello Chapel,http://www.carrickonshannonparish.com/costello.htm,3.5372E+11,-8.0953457,53.945309,Leitrim,,Ireland,"Historic Houses and Castle,Castle"
Councillors Strand Blue Flag Beach 2019,http://www.blueflagireland.org/,,-6.996491173,52.15429799,Waterford,Dunmore East,Ireland,Beach
County Carlow Military Museum,https://www.facebook.com/carlowmilitarymuseum,3.53877E+11,-6.928629,52.8433935,Carlow,,Ireland,Museums and Attraction
County Museum Dundalk,https://www.louthcoco.ie/en/contact/location_maps/dundalk/dundalk_museum.html,3.53429E+11,-6.3971254,54.0046228,Louth,Dundalk,Ireland,Museums and Attraction
Courthouse Arts Centre,http://courthousearts.ie,35340238529,-6.4639222,52.7991525,Wicklow,Tinahely,Ireland,"Learning,Museums and Attraction"
Courtown Blue Flag Beach 2019,,,-6.225270324,52.64798709,Wexford,Courtown,Republic of Ireland,Beach
Crafts of Ireland,http://craftsofireland.ie,3.53868E+11,-7.0886528,53.785466,Cavan,Virginia,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Crag Cave,http://www.cragcave.com,3.53667E+11,-9.444364,52.247082,Kerry,Castleisland,Republic of Ireland,Natural Landscape
Craggaunowen - The Living Past Experience,http://www.shannonheritage.com,35361360788,-8.793719,52.81098,Clare,Quin,Republic of Ireland,Museums and Attraction
Craiceann Inis O?rr International Bodhr?n Summer School,http://www.craiceann.com,3539975067,-9.521584308,53.0641934,Galway,Aran Islands,Republic of Ireland,"Learning,Museums and Attraction"
Cratloe Woods,http://www.coillteoutdoors.ie/,+353(0)61337322,-8.76565,52.7016,Clare,Cratloe,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Crawford Art Gallery,http://www.crawfordartgallery.ie,3.53215E+11,-8.473284,51.899862,Cork,,Ireland,"Cafe,Food and Drink,Craft,Shopping,Art Gallery,Learning,Museums and Attraction"
Creations By Annette Whelan,https://www.facebook.com/pages/category/Artist/Creations-by-Annette-Whelan-Fused-Glass-142011612483235,3.53539E+11,-6.57395,52.186086,Wexford,Kilmore Quay,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Creative Ardagh,http://creativeardagh.blogspot.ie,3.53863E+11,-7.682975,53.66724,Longford,,Ireland,Museums and Attraction
Creevelea Abbey,https://leitrimtourism.com/products/creevelea-abbey,,-8.3095197,54.2309773,Leitrim,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Croagh Patrick,http://www.croagh-patrick.com,3539864114,-9.6597913,53.7599117,Mayo,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Croagh Patrick View,,,-9.640141,53.779411,Mayo,Murrisk,Ireland,Discovery Point
Crookstown Craft Village,http://www.crookstowncraftvillage.com,3.53599E+11,-6.800936428,53.01824529,Kildare,Crookstown,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Croppies Grave,http://www.igp-web.com/Carlow/croppies_graves.htm,,-6.9391607,52.8389539,Carlow,,Ireland,Museums and Attraction
"Cross, Erris Peninsula Green Coast Beach 2019",http://www.cleancoastsireland.org,,-10.09265956,54.20101196,Mayo,Belmullet,Ireland,Beach
Cross Strand Beach,http://www.cleancoastsireland.org/,,-9.909850128,53.71633236,Mayo,Louisburgh,Ireland,Beach
Crotty Church,http://www.irishidentity.com/extras/clergy/stories/crotty.htm,,-7.9140512,53.0940964,Offaly,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cuan an Daingin (Dingle Harbour),,,-10.278091,52.139049,Kerry,Dingle,Ireland,Embarkation Point
Cuan na hAisl?ime (Ashleam Bay),,,-9.9970436,53.957327,Mayo,,Ireland,Discovery Point
Culdaff Beach,,,-7.1449971,55.291806,Donegal,,Ireland,Discovery Point
Culdaff Blue Flag Beach 2019,,,-7.150956748,55.29340991,Donegal,Culdaff,Republic of Ireland,Beach
Culleenamore Middens,http://www.carrowkeel.com/sites/coolrea/culleenamore.html,,-8.6092376,54.260578,Sligo,Strandhill,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cullenstown Strand Green Coast Award 2019,http://www.cleancoastsireland.org,,-6.712892357,52.21761982,Wexford,,Ireland,Beach
Culleton?s Gap Green Coast Beach 2019,,,-6.365338225,52.3718065,Wexford,Curracloe,Ireland,Beach
Cunnamore Pier,,,-9.424822,51.503928,,,Ireland,Embarkation Point
Curracloe Beach,,3.53539E+11,-6.3621414,52.3881772,Wexford,Curracloe,Ireland,"Beach,Swimming,Swimming Pools and Water Park,Venue,Walking"
Curraghchase Forest Park,http://www.coillteoutdoors.ie/index.php?id=171&rec_site=109&activity=&no_cache=1,+353(0)61337322,-8.877870085,52.61873927,Limerick,Kilcornan,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Curragh Chase - Glenisca Trail,http://www.coillteoutdoors.ie/uploads/tx_r3coillterecreationsites/Glenisca_Trail_01.pdf,+353(0)12011199,-8.872454342,52.59469942,Wicklow,,Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Curraghduff Farm,https://www.curraghduffalpacas.com/,3.53874E+11,-9.4097531,53.4756443,Galway,Oughterard,Ireland,Visitor Farm
Curragh Green Coast Beach 2019,,,-7.70896021,51.96696584,Waterford,Ardmore,Ireland,Beach
Curragh Military Museum,https://www.military.ie/en/public-information/defence-forces-museums/the-curragh-museum,35345445342,-6.8309714,53.1458507,Kildare,,Ireland,Museums and Attraction
Curraghmore House,http://www.curraghmorehouse.ie,3.53868E+11,-7.3593677,52.2902256,Waterford,Portlaw,Ireland,"Historic Houses and Castle,Castle"
Curraghmore House & Gardens,http://www.curraghmorehouse.ie,35351387101,-7.3593677,52.2902256,Waterford,Portlaw,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Custom House Studios & Gallery,http://www.customhousestudios.ie,3539828735,-9.547123817,53.80022361,Mayo,Westport,Republic of Ireland,"Craft,Shopping,Art Gallery"
Dalkey Castle & Heritage Centre,http://www.dalkeycastle.com,+353(0)12858366,-6.105461,53.278024,Dublin,Dalkey,Republic of Ireland,"Historic Houses and Castle,Castle"
Daniel O'Connell - Fidelity - O'Connell Monument,http://www.talkingstatuesdublin.ie/,,-6.259333434,53.34770323,Dublin,,Republic of Ireland,Public Sculpture
Danny Vincent Smith Studio,http://dannyvincentsmith.com,3.53864E+11,-9.4486452,51.6831999,Cork,Bantry,Ireland,"Craft,Shopping,Art Gallery"
Dan O?Hara?s Homestead - Connemara Heritage & History Centre,http://www.connemaraheritage.com,3539521246,-9.9117698,53.4792441,Galway,Clifden,Ireland,Museums and Attraction
Dardistown Castle,http://www.dardistowncastle.ie,3.5342E+11,-6.3136965,53.6645112,Meath,Julianstown,Ireland,"Historic Houses and Castle,Castle"
Dartfield Country Estate and Horse Museum,http://www.dartfield.com,35391843968,-8.479863,53.219883,Galway,Kilreekill,Ireland,Museums and Attraction
DCU Language Services -Dublin City University,http://www.english.dcu.ie,+353(0)17008443,-6.258359,53.385171,Dublin,Glasnevin,Republic of Ireland,"Learning,Museums and Attraction"
Dead Centre Brewing Company,http://deadcentrebrewing.com,3.53906E+11,-7.9406642,53.4236546,Westmeath,Athlone,Ireland,"Food and Drink,Restaurant,Museums and Attraction"
De Bruir Design Ltd.,http://debruir.com,3.53876E+11,-6.918311383,53.15750646,Kildare,Kildare Town,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Delfin English School,http://www.delfinschool.com/en/dublin/,+353(0)18722037,-6.26189053,53.35350652,Dublin,,Republic of Ireland,"Golf,Learning,Museums and Attraction"
Delta Sensory Gardens,http://deltasensorygardens.com/,3.53599E+11,-6.9257981,52.8446785,Carlow,,Ireland,"Cafe,Food and Drink,Food Shops,Shopping,Gardening,Nature and Wildlife,Gardens,Garden"
Derreen Gardens,http://www.derreengarden.com,3.53647E+11,-9.7770789,51.7662402,Kerry,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Derrigimlagh,,,-10.03306,53.467003,Galway,,Ireland,Discovery Point
Derryglad Folk and Heritage Museum,http://www.derrygladfolkmuseum.com,3.53906E+11,-8.0799466,53.4656692,Roscommon,,Ireland,Museums and Attraction
Derrymore Beach,,+353(0)667121288,-9.842923401,52.24068427,Kerry,Derrymore,Republic of Ireland,Beach
Derrynane Blue Flag Beach 2019,http://www.blueflag.org,+353(0)646631633,-10.1344903,51.75829805,Kerry,Derrynane,Republic of Ireland,Beach
"Derrynane House, National Historic Park",http://www.heritageireland.ie/en/South-West/DerrynaneHouse,+353(0)669475113,-10.13105279,51.76248577,Kerry,Caherdaniel,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
"Derrynane House, National Historic Park",http://www.heritageireland.ie/en/south-west/derrynanehouse,3.53669E+11,-10.1306684,51.762446,Kerry,,Ireland,"Historic Houses and Castle,Castle"
Des Carty Traditional Music School,http://www.descartymusicschool.ie/,+353(0)14520611,-6.365483477,53.27638733,Dublin,Rathcoole,Republic of Ireland,"Learning,Museums and Attraction"
Desmond Castle Adare,http://www.adareheritagecentre.ie/castle-tours,35361396666,-8.78202,52.569504,Limerick,Adare,Ireland,"Historic Houses and Castle,Castle"
Desmond Castle and Wine Museum,http://www.heritageireland.ie/en/south-west/desmondcastle,3.53215E+11,-8.524855,51.706922,Cork,Kinsale,Republic of Ireland,Museums and Attraction
Desmond Castle Wine Museum,http://www.heritageireland.ie/en/south-west/desmondcastle/,+353(0)214774855,-8.524855,51.706922,Cork,Kinsale,Republic of Ireland,"Historic Houses and Castle,Castle"
Desmond Hall,http://www.heritageireland.ie/en/shannon-region/desmondhall,3536977408,-9.060708,52.450419,Limerick,Newcastle West,Republic of Ireland,"Historic Houses and Castle,Castle"
De Valera Museum and Bruree Heritage Centre,http://visitballyhoura.com/index.php/2015/07/22/de-valera-museum-bruree-heritage-centre,3.53864E+11,-8.662829,52.4244926,Limerick,Bruree,Ireland,Museums and Attraction
Dhu Varren Garden,http://www.dhuvarrengarden.com,3.53876E+11,-9.696926,52.1342514,Kerry,Milltown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Dingle Art School,http://www.dingleartschool.ie,3.53857E+11,-10.289276,52.141836,Kerry,Dingle,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Dingle Cookery School,https://www.facebook.com/pages/Dingle-Cookery-School/550799285065901,3.53869E+11,-10.26925507,52.14125683,Kerry,Dingle,Ireland,"Food and Drink,Cooking,Cookery,Learning,Museums and Attraction"
Dingle Darkroom - Photo Tours in Kerry,http://dingledarkroom.com,3.53838E+11,-10.28734445,52.14245644,Kerry,Milltown,Ireland,"Learning,Museums and Attraction,Photography"
Dingle Oceanworld Aquarium,https://www.dingle-oceanworld.ie/,3.53669E+11,-10.278295,52.139904,Kerry,Dingle,Ireland,Zoos and Aquarium
Dingle Whiskey Distillery,http://dingledistillery.ie,3.53664E+11,-10.2892974,52.1418288,Kerry,,Ireland,Museums and Attraction
Djinn Jewellery,http://www.facebook.com/Djinn-Jewellery-144567575634489/,+353(0)14759919,-6.265244795,53.33601174,Dublin,,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
D?n An ?ir,"http://www.megalithicireland.com/Dun%20an%20Oir,%20Smerwick.html",,-10.4149455,52.1901965,Kerry,Smerwick,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
D?n Aonghasa,http://www.visitaranislands.com,3539961008,-9.757413,53.129874,Galway,Aran Islands,Republic of Ireland,Museums and Attraction
D?nlann Yawl Art Gallery,http://www.achillpainting.com,+353(0)9820401,-9.91098,53.9345,Mayo,,Ireland,"Craft,Shopping,Art Gallery"
D?nlann Yawl Art Gallery Painting School,http://www.achillpainting.com,3539836137,-9.831757,53.94908,Mayo,,Republic of Ireland,"Craft,Shopping,Learning,Museums and Attraction"
D?n na mB? (Doonamo Point),,,-10.07531,54.264572,Mayo,,Ireland,Discovery Point
D?n Na S?ad Castle,http://www.baltimorecastle.ie,3532820735,-9.3731024,51.4835713,Cork,Baltimore,Ireland,"Historic Houses and Castle,Castle"
D?n na S? Amenity and Heritage Park Association,http://www.dunnasi.ie,3.53906E+11,-7.7376366,53.4002064,Westmeath,Moate,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Doagh Famine Village,http://www.facebook.com/doaghfaminevillage,3.53749E+11,-7.335867,55.308903,Donegal,,Ireland,Museums and Attraction
Dodd's Rock Beach,http://www.visitwexford.ie/locations/dodds-rocks-beach,,-6.213459105,52.663357,Wexford,Courtown,Republic of Ireland,Beach
Doe Castle,http://www.heritageireland.ie/en/north-west/doecastle,3.53873E+11,-7.8645123,55.1352927,Donegal,,Ireland,"Historic Houses and Castle,Castle"
Doe Castle View,,,-7.8514212,55.128775,Donegal,,Ireland,Discovery Point
Dog's Bay Beach,,,-9.961441097,53.37969391,Galway,Roundstone,Ireland,Beach
Doheny & Nesbitt,http://dohenyandnesbitts.ie,+353(0)16762945,-6.252872,53.338038,Dublin,,Ireland,"Historic Houses and Castle,Castle"
Dolly's Cottage,https://www.facebook.com/DollysCottage,3.53719E+11,-8.5841759,54.270777,Sligo,Strandhill,Ireland,"Historic Houses and Castle,Castle"
Dominican Abbey Lorrha,"http://www.megalithicireland.com/Lorrha%20Dominican%20Friary,%20Tipperary.html",,-8.1257745,53.0908735,Tipperary,Lorrha,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Donabate Beach,http://www.blueflagireland.org/balcarrick-donabate/beach-description.627.html,+353(0)18400077,-6.115920704,53.47674432,Dublin,Donabate,Republic of Ireland,Beach
Donadea Forest Park,https://www.coillte.ie/site/donadea-forest-park,3.53579E+11,-6.7419684,53.3466766,Kildare,Donadea,Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Donaghmore Famine Workhouse Museum,http://donaghmoremuseum.ie,3.53868E+11,-7.6125907,52.8770211,Laois,Donaghmore,Ireland,Museums and Attraction
Donaghmore Round Tower,http://www.navanhistory.ie/index.php?page=donaghmore,,-6.6624651,53.670453,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Donaghpatrick Church,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/donaghpatrick-church,,-6.7595492,53.6965617,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Donamon Castle,https://www.visitroscommon.ie/donamon-castle,3.53907E+11,-8.318385833,53.63204901,Roscommon,,Republic of Ireland,"Historic Houses and Castle,Castle"
Donegal Bake School,http://donegalmanor.com/cookery-classes-donegal,3.5375E+11,-8.0795833,54.6613287,Donegal,Donegal Town,Ireland,"Cooking,Cookery,Learning,Museums and Attraction"
Donegal Castle,http://www.heritageireland.ie/en/north-west/donegalcastle/,+353(0)749722405,-8.11090678,54.65440365,Donegal,Donegal Town,Republic of Ireland,"Historic Houses and Castle,Castle"
Donegal County Museum,http://www.facebook.com/Donegalcomuseum,3.53749E+11,-7.735013,54.9544154,Donegal,Letterkenny,Ireland,Museums and Attraction
Donegal Craft Village,http://www.donegalcraftvillage.com,3.5375E+11,-8.1151133,54.6407058,Donegal,,Ireland,"Craft,Shopping,Learning,Museums and Attraction"
Donegal English Language School,http://www.donegallanguageschool.com,3.5372E+11,-8.299591,54.47651,Donegal,Bundoran,Republic of Ireland,"Learning,Museums and Attraction"
Donegal Garden Trail,http://www.donegalgardentrail.com/,3.5388E+11,-8.1102391,54.6537983,Donegal,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Donegal Photo Tours,https://www.facebook.com/Donegalphotographictours,3.53862E+11,-7.453633702,55.13279204,Donegal,Buncrana,Ireland,"Learning,Museums and Attraction,Photography"
Donegal Railway Heritage Centre,http://donegalrailway.com,3.5375E+11,-8.1080224,54.656847,Donegal,Milltown,Ireland,"Museums and Attraction,Coach,Road,Transport"
"Dooega, Achill Island Blue Flag Beach 2019",http://www.blueflagireland.org/,+353(0)14002202,-10.02055876,53.92482246,Mayo,,Republic of Ireland,Beach
Dooey Green Coast Beach 2019,http://www.cleancoastsireland.org/green-coast-award.php,,-8.747734685,54.7148525,Donegal,Glencolmcille,Republic of Ireland,"Beach,Swimming,Swimming Pools and Water Park,Venue,Walking"
Doolin Cave,https://www.doolincave.ie,3.53657E+11,-9.3451492,53.0409745,Clare,Doolin,Ireland,"Museums and Attraction,Natural Landscape,Tour"
Doolin Music House,http://doolinmusichouse.com,3.53868E+11,-9.326662134,53.01415626,Clare,Doolin,Ireland,Museums and Attraction
Doolin Pier,,,-9.4045007,53.015342,Clare,Doolin,Ireland,Embarkation Point
Doolough Valley,,,-9.7813189,53.666223,Mayo,,Ireland,Discovery Point
Dooneen Pier,,,-10.055502,51.648764,Cork,Kilcrohane,Republic of Ireland,Discovery Point
Dooneen Pier Green Coast Beach 2019,,,-9.732842698,51.5604858,Cork,Kilcrohane,Ireland,Beach
Doon Forest,http://www.coillte.ie/site/doon/,+353(0)61337322,-8.652899999,52.81693355,Clare,Broadford,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Doorly Park,http://www.discoverireland.ie/Places-To-Go/Sligo,,-8.45691,54.2683,Sligo,Sligo Town,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Doran's Point,,,-9.8685068,54.005341,Mayo,Ballycroy,Ireland,Embarkation Point
Doreen Drennan Art Gallery and Garden,http://doreendrennan.com,3.53879E+11,-9.3217676,53.0316889,Clare,Lisdoonvarna,Ireland,"Craft,Shopping,Art Gallery"
Dorset College,http://www.dorset-college.ie,+353(0)18306129,-6.26061,53.360877,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Museums and Attraction"
Doughmore Bay,,,-9.504238,52.745639,Clare,Doonbeg,Ireland,Discovery Point
Douglas Hyde Gallery,https://www.facebook.com/douglashydegallery,35318961116,-6.257711,53.34328,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Food Shops,Art Gallery,Photography,Learning"
